,Empathy,Urgency,Des_Norm,Inj_Norm,Cost_S_H,Benefit_O_H,Reciprocity,Mood,Reputation,Pos_SelfConcept,Benefit_S_H,Cost_O_NH,Guilt,Neg_SelfConcept,Cost_S_NH,Other
S64,3.1481481481481484,2.814814814814815,2.8518518518518516,3.074074074074074,2.3846153846153846,3.4814814814814814,3.5,2.962962962962963,2.740740740740741,2.730769230769231,2.769230769230769,2.4074074074074074,2.3703703703703702,2.230769230769231,2.0384615384615383,"The staff is getting paid and I'm not. Why would I bother?; none; If I got hurt trying to help, I would experience negative consequences and likely would not be compensated by the business. If I was in a hurry to get somewhere, then I would not stop for the purpose of a business' furniture not getting wet.; Depending on the type of furniture, the rain isn't going to damage it. It is the employees job to move the furniture and they are being paid to do so."
S65,4.0,3.6333333333333333,3.533333333333333,3.8,2.533333333333333,4.206896551724138,4.344827586206897,3.566666666666667,3.103448275862069,2.933333333333333,2.9,3.533333333333333,3.4,2.8666666666666667,2.6666666666666665,"I have pets that I love, and also actually manage a local lost and found pets group so a situation like this speaks to me personally as I understand the dangers of folks not helping and I wouldn't want my pets in that situation if they were lost. So it's a cause that's dear to my heart.; Personal Circumstances: Consideration of personal time constraints or other urgent commitments that might affect the ability to help.; The cat probably won't even come to me anyways.; Cat allergies. I know I am very allergic so it would be a bit of a struggle to do so. "
S66,4.75,4.607142857142857,4.464285714285714,4.607142857142857,1.7407407407407407,4.5,4.642857142857143,3.6785714285714284,3.5,3.5,3.2857142857142856,3.9642857142857144,4.178571428571429,3.642857142857143,3.357142857142857,"none; morally motivated; This person could have been injured in a way that makes moving them dangerous; I would not want to help by moving them myself, I would likely want to call 911."
S67,4.555555555555555,4.214285714285714,3.7142857142857144,4.0,1.8888888888888888,4.214285714285714,4.592592592592593,2.8214285714285716,2.8518518518518516,2.925925925925926,3.1785714285714284,3.857142857142857,3.1785714285714284,3.0,2.5925925925925926,"If I could give a description of the thieves. If not then I could just call and inform the person who answers the phone at the restaurant to put the word out to guests.; I would want to help but I would also consider that if the thieves saw who it was that went in and told, they may come after me.; no"
S68,3.7777777777777777,3.5185185185185186,3.888888888888889,4.0,1.5769230769230769,4.074074074074074,4.296296296296297,3.259259259259259,3.111111111111111,2.7037037037037037,3.4814814814814814,3.0,2.5555555555555554,2.4444444444444446,2.7037037037037037,
S69,3.892857142857143,2.586206896551724,3.5172413793103448,3.6206896551724137,1.3214285714285714,3.689655172413793,3.9642857142857144,3.206896551724138,2.892857142857143,3.2857142857142856,2.9310344827586206,2.4827586206896552,2.896551724137931,2.642857142857143,2.25,none
S70,3.9642857142857144,2.8214285714285716,3.9642857142857144,4.142857142857143,1.7857142857142858,3.6296296296296298,3.7777777777777777,3.0,2.4814814814814814,2.6785714285714284,2.8214285714285716,2.142857142857143,2.75,2.642857142857143,2.3214285714285716,"We all drop things sometimes. While it's polite to help if you're right there, I don't see the issue with the person picking up their own things on their own, but I would still help if I had time to stop for those few seconds.; Consider the timing and context—whether you’re in a rush or if there are other factors affecting your decision to help."
S71,3.0714285714285716,2.5357142857142856,2.5357142857142856,2.607142857142857,2.3333333333333335,2.9642857142857144,2.75,2.4285714285714284,2.4074074074074074,2.4074074074074074,2.2857142857142856,2.4642857142857144,1.8214285714285714,1.962962962962963,1.9259259259259258,"It might just look like I am not minding my own business. ; none; Are they both fluent in English or the main language being spoken? is that a point of why their argument is getting more heated? if so, and I know the language of the person who isn't able to communicate as fluently, I'd be more likely to step in.; No way am I getting involved in such an issue. You cannot be sure how any help will be received.; Just how angry the parents are. I'm not going to step in if it seems like things are about to blow up. People are just too crazy nowadays to just blindly jump in and play mediator like that.; There is no way that I'd insert myself into a random couple's argument. I would be angry if the reverse happened; no; if the kids are scared or if they will be aggresive towards me"
S72,4.25,4.321428571428571,3.107142857142857,3.107142857142857,3.3333333333333335,4.535714285714286,4.2592592592592595,3.4285714285714284,3.5185185185185186,3.5384615384615383,3.1481481481481484,4.25,3.5714285714285716,3.0384615384615383,2.576923076923077,There is no way I'm getting in the middle of something like this.; Am I living alone? Do I have a spare room? Is the abusive boyfriend violent and dangerous? Do I have means to protect myself and the victim? Are the police aware and involved? ; There is too much risk involved in this situation.; Helping could paint a target on my back and on the back of the property where I live. It's very risky to help in this situation if the person they're fleeing finds out where they are.; Might not be able to help due to finances; It's tricky allowing someone to stay with you for weeks. What if her abusive boyfriend comes looking for her? What if she doesn't find an apartment in the couple weeks? I could end up hurt myself or have a guest I can't get rid of; if it will cost me financially 
S73,3.36,2.44,3.28,3.48,2.0,3.72,3.7083333333333335,3.28,2.88,3.0416666666666665,2.875,2.28,2.44,2.375,2.1666666666666665,"I'm not a very good person to come to for something like this. It would be a waste of time.; relationship with the person, have they been respectful to me, etc."
S74,4.607142857142857,3.75,3.6785714285714284,3.892857142857143,1.962962962962963,3.9642857142857144,3.7142857142857144,2.9285714285714284,2.9285714285714284,2.892857142857143,3.1785714285714284,2.9642857142857144,3.4642857142857144,3.0714285714285716,2.9642857142857144,"I wouldn't know if they even want to talk about it or be left alone. ; Does the person look like they're wanting to talk, are they waiting for external family to meet them at the bus stop to talk, etc.; I don't know this person and don't know how they will react to a stranger trying to talk to them. I could end up involved in a dangerous or emergency situation depending on how this person reacts.; If I'm not in the right headspace I might be hesitant to help her out; I may feel I cannot appropriately be there for her in the right way and that could prevent me from talking to her for a lengthy period of time; I may not say the right things and only make their situation worse for them."
S75,4.214285714285714,3.6785714285714284,3.9285714285714284,3.9642857142857144,1.6785714285714286,4.2592592592592595,4.444444444444445,3.3214285714285716,2.7777777777777777,2.7857142857142856,2.857142857142857,3.3214285714285716,2.8214285714285716,2.4642857142857144,2.2857142857142856,"The task is easy and quick, making it less of a burden to help.; Having a lost identification card in the wrong hands can be more than just inconvenient for someone; it could also be very costly."
S76,3.56,2.88,3.68,3.76,1.72,3.64,4.0,3.08,2.68,3.0416666666666665,2.8333333333333335,2.28,2.24,1.9583333333333333,1.75,none
S77,3.76,3.6,3.32,3.64,2.875,3.88,4.041666666666667,3.32,3.32,3.2916666666666665,3.75,3.24,3.04,2.7916666666666665,3.0833333333333335,
S78,3.357142857142857,3.3214285714285716,3.0714285714285716,3.5,1.6428571428571428,3.5357142857142856,3.892857142857143,2.9285714285714284,2.5,2.642857142857143,2.6785714285714284,3.2142857142857144,2.8214285714285716,2.392857142857143,2.25,"Depends on what you're doing at the moment, and if you just forget when you're unbusy; no; I don't think it would normally occur to me to help in this way."
S79,4.142857142857143,3.0,4.035714285714286,4.071428571428571,1.5555555555555556,3.7857142857142856,4.214285714285714,2.9642857142857144,2.5925925925925926,2.740740740740741,2.7857142857142856,2.75,2.8214285714285716,2.5555555555555554,2.074074074074074,"How crowded the elevator is, if there's even room."
S80,3.1724137931034484,1.896551724137931,3.310344827586207,3.3793103448275863,1.8275862068965518,3.357142857142857,3.5357142857142856,2.7241379310344827,2.392857142857143,2.3793103448275863,2.6206896551724137,1.9310344827586208,1.896551724137931,1.8275862068965518,1.8275862068965518,Helping the tourist could be a chance for a positive interaction and could make you feel good about contributing to their experience.
S81,3.5555555555555554,2.7777777777777777,3.925925925925926,4.037037037037037,1.6153846153846154,3.8518518518518516,3.7037037037037037,3.037037037037037,2.4444444444444446,2.5925925925925926,2.6296296296296298,2.4074074074074074,2.3703703703703702,2.185185185185185,2.074074074074074,"none; anyone who works in the Gas station can help , and its not a serious situation"
S82,3.7142857142857144,3.2413793103448274,3.0,3.206896551724138,1.5714285714285714,3.7586206896551726,3.75,2.6206896551724137,2.392857142857143,2.6785714285714284,2.5172413793103448,3.586206896551724,2.7586206896551726,2.5,2.0,Once can't be certain how any message will be received if I don't know the owner.
S83,4.607142857142857,4.285714285714286,4.321428571428571,4.321428571428571,3.0,4.535714285714286,4.75,3.8214285714285716,3.9642857142857144,3.9285714285714284,3.857142857142857,4.071428571428571,4.214285714285714,3.8214285714285716,3.357142857142857,"The person could become violent.; Alot to consider on this one, but I don't think it would be enough to stop me. Things like how rough is the area, am I carrying a weapon, whats the likelihood the man is carrying a weapon, etc.; no; In this situation, I would be afraid of making myself a target of the harasser's ire, or getting myself hurt.; How dangerous the man looks/could he have a weapon."
S84,3.6,2.6666666666666665,3.2666666666666666,3.4,2.2,3.5517241379310347,3.4482758620689653,2.933333333333333,2.6206896551724137,2.7666666666666666,2.6666666666666665,2.2666666666666666,2.533333333333333,2.4,2.3,"Ensure you are physically able to help without causing yourself discomfort or strain.; Given that it's a teenager and I am a grown man, I would be hesitant to help them because I don't want to scare them.; It could be a bad thing helping a teen. Like getting accused of something outside of helping.; Definitely needs to be someone that I am familiar with and vice versa. In times like today, it's dangerous to be taking help from strangers and I would be worried if someone who I didn't know tried to help me and walk me to my home. "
S85,4.32,4.76,4.0,4.12,3.0833333333333335,4.6,4.52,3.88,3.96,4.0,3.48,4.36,4.04,3.8,3.12,none
S86,4.392857142857143,4.214285714285714,3.607142857142857,3.892857142857143,2.185185185185185,4.142857142857143,4.2592592592592595,3.357142857142857,3.2857142857142856,3.2222222222222223,2.8518518518518516,3.9285714285714284,3.7142857142857144,3.2962962962962963,2.962962962962963,"No.; How much danger I am putting myself in; none; I could ring the police instead, since I'm a woman as well and walking with her could put us both in danger where neither or us could be helpful towards the other; Personal safety, such as if the man is a real threat and could hurt you for intervening.; Will I get hurt too? Is it better to just call the police?; I would likely be scared myself. My own fear might prevent me from helping out; Will helping this individual lead to me being assaulted or killed for trying to help the woman?
Will I be able to live with myself if I don't help the woman and later find out she was attacked or murdered?"
S87,3.3461538461538463,3.1538461538461537,3.423076923076923,3.6923076923076925,1.96,3.923076923076923,4.08,3.3076923076923075,2.730769230769231,3.0,2.88,2.769230769230769,2.8076923076923075,2.48,2.24,People really need to get their stuff together when they are going to a concert. I find this unprepared scenario annoying for the most part.; No
S88,4.310344827586207,4.896551724137931,4.517241379310345,4.724137931034483,1.9310344827586208,4.862068965517241,4.896551724137931,3.7586206896551726,3.793103448275862,3.6551724137931036,3.689655172413793,4.862068965517241,4.448275862068965,4.241379310344827,4.0344827586206895,"I think of my safety as well, I could get hurt trying to help them.; not helping and letting the person get hit by the car could be a fatal accident; no; I'm not sure if I would be able to think or react quickly enough to do this."
S89,3.9310344827586206,4.0344827586206895,3.5172413793103448,3.5172413793103448,2.896551724137931,4.25,4.25,3.1724137931034484,3.0714285714285716,2.9655172413793105,3.0,3.310344827586207,3.1379310344827585,2.6206896551724137,2.6206896551724137,"Those situations suck, but as a woman (particularly with physical disabilities) it's a risk of danger to myself to stop for situations like that. I'd hope someone would help me, and I hope they receive help. But I wouldn't be willing to put myself in that situation. ; Safety: Ensure it's safe to stop and assist on the freeway; Well What if I get out to help and get hit by a car or they kill me. I mean I don't know them. So I wouldn't want to get out, but I would call for help.; Definitely if I am in a rush to be somewhere at a certain time, then I will most likely have to keep going. But also as someone who does not have much expertise with cars, I feel inadequate to help."
S90,4.392857142857143,4.571428571428571,4.214285714285714,4.392857142857143,1.9259259259259258,4.642857142857143,4.642857142857143,3.142857142857143,3.4814814814814814,3.3703703703703702,3.142857142857143,4.464285714285714,4.107142857142857,3.740740740740741,3.0,"Depends on a lot of factors, like the sex and race of the person. I don't want my assistance to be misinterpreted at any cost. I would rather draw attention of people closer to the situation."
S91,3.6538461538461537,3.076923076923077,3.3846153846153846,3.423076923076923,1.96,3.8076923076923075,3.96,3.076923076923077,3.076923076923077,3.24,2.96,2.3846153846153846,2.3461538461538463,2.44,2.08,"Why can't the tourist or the staff have this app on their phone? Why do I need to step in? I would only step in if I could speak the languages.; if this scenario happened in front of me , my help will be depending on the situation , whether it looked urgent or not .; not really"
S92,4.407407407407407,3.888888888888889,4.296296296296297,4.481481481481482,1.7307692307692308,4.444444444444445,4.481481481481482,3.925925925925926,3.2222222222222223,3.4444444444444446,3.4074074074074074,3.7777777777777777,3.814814814814815,3.3703703703703702,2.925925925925926,
S93,4.0,3.5,3.642857142857143,3.75,2.4444444444444446,4.142857142857143,4.3076923076923075,3.642857142857143,3.2142857142857144,3.4814814814814814,3.185185185185185,3.4285714285714284,3.2857142857142856,3.2962962962962963,2.8518518518518516,I'm not going to trash my car to do this. I'd do it if they lived close and I could walk it.; Am I endangering my own household by going out and doing this?
S94,3.896551724137931,2.3793103448275863,3.310344827586207,3.7241379310344827,2.206896551724138,3.892857142857143,3.857142857142857,3.6206896551724137,3.5,3.4827586206896552,3.413793103448276,2.3448275862068964,2.6206896551724137,2.4827586206896552,2.2413793103448274," If you have a personal connection or story related to elderly care or volunteering, it might influence your decision to help.; How will my shyness impact my ability to think up things to talk about?"
S95,4.518518518518518,4.444444444444445,4.333333333333333,4.444444444444445,1.8888888888888888,4.666666666666667,4.6923076923076925,3.6296296296296298,3.4074074074074074,3.6153846153846154,3.5,4.037037037037037,3.962962962962963,3.8076923076923075,3.5,no
S96,3.7241379310344827,2.7241379310344827,3.6206896551724137,3.8620689655172415,1.8275862068965518,3.896551724137931,4.206896551724138,3.2413793103448274,2.689655172413793,3.0,2.896551724137931,2.586206896551724,2.586206896551724,2.5172413793103448,2.1724137931034484,"My answer would really hinge on things like, how far away is my car, am I in a hurry myself, do I have my own pile of bags to worry about, and how many other able bodies are in the area to potentially lend a hand.; no"
S97,3.75,2.857142857142857,4.142857142857143,4.285714285714286,1.3928571428571428,3.7857142857142856,4.035714285714286,3.0357142857142856,2.4642857142857144,2.857142857142857,2.9285714285714284,2.25,2.7142857142857144,2.4285714285714284,2.2142857142857144,no
S98,3.6,2.28,3.32,3.4,1.375,2.8,3.12,2.84,2.2,2.52,2.56,1.76,2.2,2.24,1.84,"none; I was on the opposite side of this scenario and when people did this I felt a bit like a trash can so it left a bad taste in my mouth; distance from me and the person picking up recycling, etc, is it in a dangerous area? such as a highway or alongside a road?"
S99,4.482758620689655,4.896551724137931,4.448275862068965,4.655172413793103,1.6071428571428572,4.758620689655173,4.827586206896552,3.6206896551724137,3.2413793103448274,3.586206896551724,3.2758620689655173,4.758620689655173,4.448275862068965,3.896551724137931,3.4827586206896552,
S100,4.607142857142857,4.821428571428571,4.214285714285714,4.285714285714286,2.2222222222222223,4.535714285714286,4.571428571428571,3.5357142857142856,3.7037037037037037,3.6296296296296298,3.642857142857143,4.214285714285714,4.25,3.814814814814815,3.5185185185185186,none; The merchandise is likely to be insured. We also cannot be certain about how the situation will play out after the cops show up.; I would have to believe that my actions didn't put anyone else in danger.; Are the thieves gone? Are they coming back? Am I at risk by calling?; no
